curricula,problem_set_name,question_id,academic_year,number_of_students,incorrect_count,percent_correct,correct_answer,first_common_wrong_answer,second_common_wrong_answer,third_common_wrong_answer,first_common_wrong_answer_count,second_common_wrong_answer_count,third_common_wrong_answer_count
Kendall Hunt Illustrative Mathematics,Practice Problems---8.4 Lesson 4 More Balanced Moves (8.EE.C 8.EE.C.7),1488692,19_20,92,29.0,69.56,15,"""30""","""1""","""-15""",18.0,3.0,1.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.4 Lesson 4 More Balanced Moves (8.EE.C 8.EE.C.7),1488694,18_19,318,172.0,46.22,-1,"""1""","""15""","""2""",105.0,22.0,9.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.4 Lesson 4 More Balanced Moves (8.EE.C 8.EE.C.7),1488694,19_20,92,33.0,65.21,-1,"""1""","""15""","""0""",22.0,3.0,2.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.4 Lesson 5 Solving Any Linear Equation (8.EE.C 8.EE.C.7),1488705,18_19,543,159.0,70.9,9,"""4""","""11""","""3""",25.0,18.0,14.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.4 Lesson 5 Solving Any Linear Equation (8.EE.C 8.EE.C.7),1488705,19_20,118,33.0,72.88,9,"""3""","""11""","""6""",7.0,4.0,4.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.4 Lesson 5 Solving Any Linear Equation (8.EE.C 8.EE.C.7),1488716,18_19,355,226.0,36.61,-65/11,"""-65/29""","""5""","""65/11""",17.0,15.0,15.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.4 Lesson 5 Solving Any Linear Equation (8.EE.C 8.EE.C.7),1488716,19_20,102,43.0,58.82,-65/11,"""65/11""","""-65/29""","""-5.9""",7.0,4.0,2.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.4 Lesson 5 Solving Any Linear Equation (8.EE.C 8.EE.C.7),1488717,18_19,353,144.0,59.49,-7,"""7""","""1""","""4""",21.0,12.0,7.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.4 Lesson 5 Solving Any Linear Equation (8.EE.C 8.EE.C.7),1488717,19_20,80,22.0,72.5,-7,"""7""","""2""","""13""",6.0,2.0,1.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.4 Lesson 5 Solving Any Linear Equation (8.EE.C 8.EE.C.7),1501132,18_19,477,100.0,79.24,2,"""10""","""4""","""5""",35.0,10.0,8.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.4 Lesson 5 Solving Any Linear Equation (8.EE.C 8.EE.C.7),1501132,19_20,85,17.0,80.0,2,"""10""","""6""","""-10""",7.0,3.0,2.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.4 Lesson 6 Strategic Solving (8.EE.C.7 8.EE.C.7.b),1489143,18_19,548,272.0,50.54,29/11,"""2.63""","""2.6""","""3""",27.0,16.0,12.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.4 Lesson 6 Strategic Solving (8.EE.C.7 8.EE.C.7.b),1489143,19_20,93,57.0,39.78,29/11,"""2.63""","""3""","""16""",9.0,5.0,4.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.4 Lesson 9 When Are They the Same? (8.EE.C 8.EE.C.7 8.EE.C.8),1490307,18_19,597,234.0,60.97,25,"""7""","""10""","""5""",25.0,24.0,19.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.4 Lesson 9 When Are They the Same? (8.EE.C 8.EE.C.7 8.EE.C.8),1490307,19_20,429,204.0,52.68,25,"""7""","""10""","""2""",21.0,20.0,15.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.4 Lesson 9 When Are They the Same? (8.EE.C 8.EE.C.7 8.EE.C.8),1490310,18_19,350,205.0,41.71,t+1/2,"""16t+30""","""t+30""","""8t""",22.0,19.0,11.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.4 Lesson 9 When Are They the Same? (8.EE.C 8.EE.C.7 8.EE.C.8),1490310,19_20,94,59.0,38.29,t+1/2,"""8t""",""".5t""","""t-0.5""",6.0,4.0,3.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.4 Lesson 9 When Are They the Same? (8.EE.C 8.EE.C.7 8.EE.C.8),1490316,18_19,343,223.0,35.27,12(t+1/2),"""12t""","""12t+1/2""","""12t+.5""",76.0,29.0,14.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.4 Lesson 9 When Are They the Same? (8.EE.C 8.EE.C.7 8.EE.C.8),1490316,19_20,90,50.0,45.55,12(t+1/2),"""12t""","""12t+0.5""","""12t+1/2""",19.0,4.0,2.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.4 Lesson 9 When Are They the Same? (8.EE.C 8.EE.C.7 8.EE.C.8),1490347,18_19,272,113.0,58.82,26/3,"""2""","""8.6""","""3""",14.0,10.0,6.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.4 Lesson 9 When Are They the Same? (8.EE.C 8.EE.C.7 8.EE.C.8),1490347,19_20,242,104.0,57.43,26/3,"""8.6""","""2""","""3""",11.0,10.0,6.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 1 Inputs and Outputs (8.F.A.1),1485107,18_19,261,61.0,77.01,9,"""3""","""2""","""1""",9.0,8.0,6.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 1 Inputs and Outputs (8.F.A.1),1485107,19_20,116,32.0,73.27,9,"""3""","""0""","""-3""",9.0,4.0,4.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 1 Inputs and Outputs (8.F.A.1),1485101,18_19,258,167.0,35.65,19,"""27.4""","""6""","""176""",10.0,9.0,8.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 1 Inputs and Outputs (8.F.A.1),1485101,19_20,87,48.0,45.97,19,"""27.4""","""348""","""12""",9.0,5.0,4.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 1 Inputs and Outputs (8.F.A.1),1485102,18_19,256,160.0,37.89,19,"""228""","""15""","""23""",39.0,29.0,7.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 1 Inputs and Outputs (8.F.A.1),1485102,19_20,98,46.0,54.08,19,"""15""","""228""","""348""",16.0,13.0,3.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 1 Inputs and Outputs (8.F.A.1),1485105,17_18,47,22.0,55.31,15,"""19""","""13""","""25""",13.0,2.0,2.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 1 Inputs and Outputs (8.F.A.1),1485105,18_19,268,93.0,65.67,15,"""19""","""23""","""4""",35.0,12.0,4.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 1 Inputs and Outputs (8.F.A.1),1485105,19_20,104,19.0,82.69,15,"""19""","""348""","""15.8""",10.0,2.0,1.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 1 Inputs and Outputs (8.F.A.1),1485097,17_18,44,29.0,36.36,6/5,"""2""","""1""","""5/6""",6.0,3.0,2.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 1 Inputs and Outputs (8.F.A.1),1485097,18_19,284,113.0,60.56,6/5,"""1""","""2""","""2.8""",12.0,9.0,8.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 1 Inputs and Outputs (8.F.A.1),1485106,18_19,280,88.0,68.92,-14/5,"""2.8""","""20/5""","""-14""",6.0,5.0,5.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 1 Inputs and Outputs (8.F.A.1),1485106,19_20,115,34.0,71.3,-14/5,"""6/5""","""9""","""14/5""",9.0,7.0,3.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 13 The Volume of a Cylinder (8.G.C.9),1493267,18_19,150,41.0,73.33,8pi,"""1pi""","""16pi""","""25.13pi""",13.0,5.0,3.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 13 The Volume of a Cylinder (8.G.C.9),1493267,19_20,172,78.0,55.23,8pi,"""1pi""","""8""","""25.13""",18.0,7.0,5.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 13 The Volume of a Cylinder (8.G.C.9),1493268,18_19,149,41.0,73.15,32pi,"""16pi""","""4pi""","""72pi""",24.0,3.0,3.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 13 The Volume of a Cylinder (8.G.C.9),1493268,19_20,176,55.0,69.31,32pi,"""16pi""","""36pi""","""64pi""",30.0,4.0,2.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 14 Finding Cylinder Dimensions ,1493314,18_19,78,11.0,87.17,5,"""15""","""1""","""3.70""",7.0,1.0,1.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 14 Finding Cylinder Dimensions ,1493314,19_20,180,34.0,81.66,5,"""15""","""1.59""","""1.6""",12.0,11.0,2.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 14 Finding Cylinder Dimensions ,1493316,18_19,67,28.0,59.7,2,"""4""","""1""","""6.28""",19.0,3.0,1.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 14 Finding Cylinder Dimensions ,1493316,19_20,122,38.0,69.67,2,"""4""","""1""","""16""",28.0,3.0,2.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 15 The Volume of a Cone (8.G.C.9),1494273,18_19,73,41.0,45.2,(20/3)pi,"""20/3pi""","""20pi/3""","""60pi""",13.0,3.0,2.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 15 The Volume of a Cone (8.G.C.9),1494273,19_20,162,111.0,32.09,(20/3)pi,"""20/3pi""","""20pi""","""6 2/3pi""",25.0,10.0,8.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 16 Finding Cone Dimensions (8.G.C.9),1494318,18_19,115,61.0,47.82,"(175/3)pi , 183","""58pi""","""58 1/3pi""","""175/3pi""",15.0,5.0,5.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 16 Finding Cone Dimensions (8.G.C.9),1494318,19_20,203,113.0,44.82,"(175/3)pi , 183","""183.17""","""175/3pi""","""58pi""",19.0,13.0,10.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 16 Finding Cone Dimensions (8.G.C.9),1494319,18_19,116,39.0,67.24,3,"""9""","""1.69""","""1""",7.0,6.0,6.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 16 Finding Cone Dimensions (8.G.C.9),1494319,19_20,210,56.0,73.8,3,"""1""","""9""","""1.5""",15.0,10.0,5.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 16 Finding Cone Dimensions (8.G.C.9),1494320,18_19,69,32.0,55.07,9,"""3""","""1""","""2.9""",23.0,6.0,1.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 16 Finding Cone Dimensions (8.G.C.9),1494320,19_20,169,49.0,71.59,9,"""3""","""2""","""1""",40.0,2.0,2.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.5 Lesson 17 Scaling One Dimension (8.F.A.1, 8.F.B, 8.G.C, 8.G.C.9)",1495043,18_19,64,10.0,85.93,"(48/5)pi , 9.6pi , (9 3/5)pi , (9.6)","""16pi""","""9(3/5)pi""","""9.pi""",7.0,1.0,1.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.5 Lesson 17 Scaling One Dimension (8.F.A.1, 8.F.B, 8.G.C, 8.G.C.9)",1495043,19_20,66,16.0,77.27,"(48/5)pi , 9.6pi , (9 3/5)pi , (9.6)","""16pi""","""48/5pi""","""5pi""",10.0,2.0,1.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.5 Lesson 18 Scaling Two Dimensions (6.EE.A, 8.F.A.3, 8.F.B, 8.G.C.9)",1495159,18_19,61,30.0,52.45,12pi,"""36pi""","""36""","""4pi""",14.0,2.0,2.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.5 Lesson 18 Scaling Two Dimensions (6.EE.A, 8.F.A.3, 8.F.B, 8.G.C.9)",1495159,19_20,78,27.0,66.66,12pi,"""36pi""","""37.7""","""12""",12.0,2.0,2.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 2 Introduction to Functions (8.F.A.1),1485140,17_18,168,42.0,75.0,-13,"""1""","""13""","""-1""",17.0,9.0,4.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 2 Introduction to Functions (8.F.A.1),1485140,18_19,279,51.0,82.07,-13,"""1""","""13""","""-11""",17.0,8.0,6.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 2 Introduction to Functions (8.F.A.1),1485140,19_20,220,35.0,84.54,-13,"""-1""","""13""","""1""",9.0,5.0,4.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 2 Introduction to Functions (8.F.A.1),1485141,17_18,169,66.0,61.53,36,"""-36""","""-12""","""12""",30.0,6.0,4.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 2 Introduction to Functions (8.F.A.1),1485141,18_19,334,88.0,73.95,36,"""-36""","""12""","""-12""",52.0,9.0,8.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 2 Introduction to Functions (8.F.A.1),1485141,19_20,213,78.0,63.84,36,"""-36""","""-6""","""13""",46.0,4.0,3.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 2 Introduction to Functions (8.F.A.1),1485142,17_18,170,34.0,80.58,-2,"""2""","""-3""","""3""",10.0,7.0,3.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 2 Introduction to Functions (8.F.A.1),1485142,18_19,335,38.0,88.95,-2,"""2""","""-18""","""-3""",15.0,7.0,7.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 2 Introduction to Functions (8.F.A.1),1485143,17_18,168,136.0,19.64,"-2 , -1/2","""-2""","""2""","""3""",97.0,13.0,4.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 2 Introduction to Functions (8.F.A.1),1485143,18_19,216,152.0,30.09,"-2 , -1/2","""-2""","""2""","""3""",123.0,15.0,4.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 2 Introduction to Functions (8.F.A.1),1485143,19_20,155,50.0,68.38,"-2 , -1/2","""-0.5""","""2""","""-1/2""",11.0,9.0,6.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 2 Introduction to Functions (8.F.A.1),1485173,17_18,99,51.0,49.49,pi,"""3.14""","""-6pi""","""-18.84""",16.0,4.0,4.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 2 Introduction to Functions (8.F.A.1),1485173,18_19,324,161.0,50.61,pi,"""no solution""","""-6pi""","""3.14""",36.0,31.0,22.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 2 Introduction to Functions (8.F.A.1),1485173,19_20,200,112.0,44.5,pi,"""-6pi""","""no solution""","""3.14""",47.0,13.0,9.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 2 Introduction to Functions (8.F.A.1),1487746,17_18,92,54.0,42.39,no solution,"""-216""","""36""","""216""",11.0,8.0,4.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 2 Introduction to Functions (8.F.A.1),1487746,18_19,304,186.0,39.14,no solution,"""-216""","""216""","""36""",68.0,25.0,18.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 2 Introduction to Functions (8.F.A.1),1487746,19_20,158,95.0,40.5,no solution,"""-216""","""216""","""36""",50.0,14.0,5.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 2 Introduction to Functions (8.F.A.1),1487751,17_18,85,37.0,57.64,9,"""15""","""26""","""11""",9.0,4.0,3.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 2 Introduction to Functions (8.F.A.1),1487751,18_19,146,64.0,56.84,9,"""15""","""1""","""3""",9.0,6.0,4.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 2 Introduction to Functions (8.F.A.1),1487751,19_20,79,35.0,56.96,9,"""15""","""26""","""12""",7.0,5.0,4.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.5 Lesson 20 The Volume of a Sphere (8.G.C, 8.G.C.9)",1495916,18_19,54,47.0,14.81,pi/6,"""2/3""","""1/6pi""","""4/3""",14.0,5.0,3.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.5 Lesson 20 The Volume of a Sphere (8.G.C, 8.G.C.9)",1495916,19_20,77,49.0,37.66,pi/6,"""2/3""","""2/3pi""","""1/6""",14.0,4.0,3.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.5 Lesson 20 The Volume of a Sphere (8.G.C, 8.G.C.9)",1495913,18_19,54,25.0,55.55,144,"""48""","""16""","""4""",8.0,4.0,3.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.5 Lesson 20 The Volume of a Sphere (8.G.C, 8.G.C.9)",1495913,19_20,74,30.0,60.81,144,"""48""","""16""","""4""",7.0,5.0,3.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.5 Lesson 21 Cylinders, Cones, and Spheres (8.G.C.9)",1495623,18_19,102,49.0,52.94,12,"""12""","""9""","""3""",23.0,5.0,4.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.5 Lesson 21 Cylinders, Cones, and Spheres (8.G.C.9)",1495623,19_20,134,61.0,55.22,12,"""6""","""9""","""3""",26.0,7.0,7.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.5 Lesson 21 Cylinders, Cones, and Spheres (8.G.C.9)",1495626,18_19,62,40.0,37.09,92,"""29""","""29.4""","""7""",16.0,6.0,2.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.5 Lesson 21 Cylinders, Cones, and Spheres (8.G.C.9)",1495626,19_20,80,39.0,51.25,92,"""29""","""92.316""","""2""",11.0,5.0,2.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.5 Lesson 4 Tables, Equations, and Graphs of Functions (8.F.A.1, 8.F.A.3)",1485895,17_18,112,46.0,59.82,4,"""0""","""2""","""1""",14.0,9.0,8.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.5 Lesson 4 Tables, Equations, and Graphs of Functions (8.F.A.1, 8.F.A.3)",1485895,18_19,258,61.0,76.74,4,"""0""","""2""","""16""",17.0,10.0,7.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.5 Lesson 4 Tables, Equations, and Graphs of Functions (8.F.A.1, 8.F.A.3)",1485895,19_20,146,33.0,78.08,4,"""2""","""8""","""0""",8.0,5.0,4.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.5 Lesson 4 Tables, Equations, and Graphs of Functions (8.F.A.1, 8.F.A.3)",1485907,17_18,116,52.0,56.03,2,"""-1""","""1""","""8""",16.0,7.0,4.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.5 Lesson 4 Tables, Equations, and Graphs of Functions (8.F.A.1, 8.F.A.3)",1485907,18_19,264,54.0,79.92,2,"""-1""","""1""","""3""",14.0,9.0,4.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.5 Lesson 4 Tables, Equations, and Graphs of Functions (8.F.A.1, 8.F.A.3)",1485907,19_20,153,35.0,77.77,2,"""-1""","""4""","""1""",12.0,4.0,4.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.5 Lesson 4 Tables, Equations, and Graphs of Functions (8.F.A.1, 8.F.A.3)",1485908,17_18,113,74.0,35.39,5,"""2""","""3""","""16""",10.0,9.0,8.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.5 Lesson 4 Tables, Equations, and Graphs of Functions (8.F.A.1, 8.F.A.3)",1485908,18_19,258,76.0,70.93,5,"""2""","""3""","""-3""",9.0,8.0,8.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.5 Lesson 4 Tables, Equations, and Graphs of Functions (8.F.A.1, 8.F.A.3)",1485908,19_20,153,45.0,71.24,5,"""4""","""3""","""8""",7.0,7.0,3.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.5 Lesson 4 Tables, Equations, and Graphs of Functions (8.F.A.1, 8.F.A.3)",1485909,17_18,109,52.0,53.21,8,"""4""","""7""","""16""",9.0,7.0,6.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.5 Lesson 4 Tables, Equations, and Graphs of Functions (8.F.A.1, 8.F.A.3)",1485909,18_19,257,43.0,83.65,8,"""6""","""2""","""4""",7.0,6.0,5.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.5 Lesson 4 Tables, Equations, and Graphs of Functions (8.F.A.1, 8.F.A.3)",1485909,19_20,152,122.0,20.39,8,"""8""","""4""","""2""",92.0,6.0,5.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.5 Lesson 4 Tables, Equations, and Graphs of Functions (8.F.A.1, 8.F.A.3)",1485896,17_18,90,54.0,40.0,"(-3,-11)","""-3,-11""","""x=-3""","""(3,31)""",6.0,3.0,3.0
Kendall Hunt Illustrative Mathematics,"Practice Problems---8.5 Lesson 4 Tables, Equations, and Graphs of Functions (8.F.A.1, 8.F.A.3)",1485896,18_19,226,102.0,55.3,"(-3,-11)","""-3""","""-3,-11""","""(-3,11)""",13.0,9.0,7.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 5 More Graphs of Functions (8.F.A.1 8.F.B.5),1486690,17_18,65,50.0,24.61,2.05,"""2.045""","""2.04""","""2""",6.0,5.0,4.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 5 More Graphs of Functions (8.F.A.1 8.F.B.5),1486690,18_19,258,176.0,32.17,2.05,"""2""","""2.04""","""112.5""",28.0,23.0,11.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 5 More Graphs of Functions (8.F.A.1 8.F.B.5),1486690,19_20,152,69.0,55.26,2.05,"""2.04""","""2.045""","""4""",7.0,6.0,3.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 5 More Graphs of Functions (8.F.A.1 8.F.B.5),1486730,17_18,76,64.0,17.1,3.64,"""0""","""3.6""","""3.63""",20.0,7.0,7.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 5 More Graphs of Functions (8.F.A.1 8.F.B.5),1486730,18_19,267,163.0,39.32,3.64,"""3.6""","""0""","""3.63""",37.0,28.0,27.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 5 More Graphs of Functions (8.F.A.1 8.F.B.5),1486730,19_20,150,57.0,62.66,3.64,"""0""","""3.6""","""364""",6.0,6.0,4.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 5 More Graphs of Functions (8.F.A.1 8.F.B.5),1486691,17_18,74,34.0,55.4,10,"""95""","""94""","""93""",8.0,6.0,6.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 5 More Graphs of Functions (8.F.A.1 8.F.B.5),1486691,18_19,458,136.0,70.52,10,"""95""","""93""","""92.5""",38.0,28.0,10.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 5 More Graphs of Functions (8.F.A.1 8.F.B.5),1486691,19_20,147,34.0,77.55,10,"""93""","""95""","""94""",10.0,6.0,4.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 5 More Graphs of Functions (8.F.A.1 8.F.B.5),1486735,17_18,68,46.0,33.82,"95 , 94 , 93 , 92 , 91","""95""","""94""","""92""",13.0,7.0,5.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 5 More Graphs of Functions (8.F.A.1 8.F.B.5),1486735,18_19,466,236.0,49.57,"95 , 94 , 93 , 92 , 91","""95""","""92.5""","""94""",90.0,40.0,32.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 5 More Graphs of Functions (8.F.A.1 8.F.B.5),1486735,19_20,146,57.0,61.64,"95 , 94 , 93 , 92 , 91","""92.5""","""90""","""2.75""",17.0,15.0,10.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 5 More Graphs of Functions (8.F.A.1 8.F.B.5),1486736,17_18,71,59.0,18.3,3,"""3""","""3.5""","""2.5""",37.0,8.0,4.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 5 More Graphs of Functions (8.F.A.1 8.F.B.5),1486736,18_19,463,368.0,20.73,3,"""3""","""3.5""","""2.5""",228.0,51.0,28.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 6 Even More Graphs of Functions (8.F.B.5),1486803,17_18,31,24.0,25.8,9pi,"""3pi""","""9""","""8pi""",6.0,3.0,2.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 6 Even More Graphs of Functions (8.F.B.5),1486803,18_19,175,84.0,52.0,9pi,"""3pi""","""28.27""","""28.26""",13.0,10.0,6.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 6 Even More Graphs of Functions (8.F.B.5),1486803,19_20,144,45.0,69.44,9pi,"""3pi""","""28.26""","""9 pi""",7.0,3.0,2.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 6 Even More Graphs of Functions (8.F.B.5),1486805,18_19,173,87.0,50.28,1/4pi,""".25pi""","""0.25pi""","""1/4 pi""",23.0,10.0,5.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 6 Even More Graphs of Functions (8.F.B.5),1486805,19_20,152,57.0,62.5,1/4pi,"""0.25pi""","""1/4 pi""",""".25pi""",19.0,12.0,10.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 6 Even More Graphs of Functions (8.F.B.5),1486818,17_18,31,22.0,32.25,-1,"""1""","""5""","""2""",6.0,2.0,2.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 6 Even More Graphs of Functions (8.F.B.5),1486818,18_19,169,106.0,37.86,-1,"""1""","""2""","""-2""",50.0,12.0,5.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 6 Even More Graphs of Functions (8.F.B.5),1486818,19_20,92,32.0,66.3,-1,"""1""","""2""","""3""",13.0,4.0,4.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 7 Connecting Representations of Functions (8.F.A.2 8.F.A.3),1486878,18_19,224,101.0,55.35,0,"""5""","""-3""","""3""",20.0,19.0,10.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 7 Connecting Representations of Functions (8.F.A.2 8.F.A.3),1486878,19_20,99,40.0,60.6,0,"""5""","""12""","""-3""",7.0,6.0,5.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 7 Connecting Representations of Functions (8.F.A.2 8.F.A.3),1486884,17_18,58,24.0,60.34,12,"""45""","""10""","""9""",12.0,2.0,2.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 7 Connecting Representations of Functions (8.F.A.2 8.F.A.3),1486884,18_19,226,77.0,66.37,12,"""45""","""5""","""100""",26.0,19.0,4.0
Kendall Hunt Illustrative Mathematics,Practice Problems---8.5 Lesson 7 Connecting Representations of Functions (8.F.A.2 8.F.A.3),1486884,19_20,99,26.0,74.74,12,"""45""","""5""","""0""",8.0,7.0,3.0
